Ensembl Gene ID	Associated Gene Name	Description	EntrezGene ID
ENSMUSG00000086126	Evx1os	even skipped homeotic gene 1, opposite strand [Source:MGI Symbol;Acc:MGI:1917843]	
ENSMUSG00000018819	Lsp1	lymphocyte specific 1 [Source:MGI Symbol;Acc:MGI:96832]	16985
ENSMUSG00000092027	Gm17062	predicted gene 17062 [Source:MGI Symbol;Acc:MGI:4937889]	
ENSMUSG00000024663	Rab3il1	RAB3A interacting protein (rabin3)-like 1 [Source:MGI Symbol;Acc:MGI:1922010]	74760
ENSMUSG00000085754	Gm15886	predicted gene 15886 [Source:MGI Symbol;Acc:MGI:3801744]	
ENSMUSG00000081819	Gm12722	predicted gene 12722 [Source:MGI Symbol;Acc:MGI:3652209]	
ENSMUSG00000080929	Gm12891	predicted gene 12891 [Source:MGI Symbol;Acc:MGI:3649646]	
ENSMUSG00000095551	Gm7980	predicted gene 7980 [Source:MGI Symbol;Acc:MGI:3647449]	
ENSMUSG00000086736	Gm14902	predicted gene 14902 [Source:MGI Symbol;Acc:MGI:3705109]	
ENSMUSG00000046275	Tusc5	tumor suppressor candidate 5 [Source:MGI Symbol;Acc:MGI:3029307]	237858
ENSMUSG00000105229	Gm43149	predicted gene 43149 [Source:MGI Symbol;Acc:MGI:5663286]	
ENSMUSG00000039814	Xkr5	X Kell blood group precursor-related family, member 5 [Source:MGI Symbol;Acc:MGI:2442327]	319581
ENSMUSG00000044795	Cyb5d1	cytochrome b5 domain containing 1 [Source:MGI Symbol;Acc:MGI:2685586]	327951
ENSMUSG00000104874	Gm43387	predicted gene 43387 [Source:MGI Symbol;Acc:MGI:5663524]	
ENSMUSG00000083128	Gm12723	predicted gene 12723 [Source:MGI Symbol;Acc:MGI:3652213]	
ENSMUSG00000008730	Hipk1	homeodomain interacting protein kinase 1 [Source:MGI Symbol;Acc:MGI:1314873]	15257
ENSMUSG00000106311	Gm43755	predicted gene 43755 [Source:MGI Symbol;Acc:MGI:5663892]	
ENSMUSG00000085835	Gm12707	predicted gene 12707 [Source:MGI Symbol;Acc:MGI:3652172]	
ENSMUSG00000084939	Gm830	predicted gene 830 [Source:MGI Symbol;Acc:MGI:2685676]	
ENSMUSG00000045377	Tmem88	transmembrane protein 88 [Source:MGI Symbol;Acc:MGI:1914270]	67020
ENSMUSG00000092473	Vmn1r180	vomeronasal 1 receptor 180 [Source:MGI Symbol;Acc:MGI:3033485]	232962
ENSMUSG00000041333	Mup4	major urinary protein 4 [Source:MGI Symbol;Acc:MGI:97236]	17843
ENSMUSG00000057157	Gm6054	predicted gene 6054 [Source:MGI Symbol;Acc:MGI:3645581]	
ENSMUSG00000035597	Prpf39	PRP39 pre-mRNA processing factor 39 homolog (yeast) [Source:MGI Symbol;Acc:MGI:104602]	328110
ENSMUSG00000109065	RP23-457H7.9		
ENSMUSG00000033342	Plppr5	phospholipid phosphatase related 5 [Source:MGI Symbol;Acc:MGI:1923019]	75769
ENSMUSG00000107037	Gm29793	predicted gene, 29793 [Source:MGI Symbol;Acc:MGI:5588952]	
ENSMUSG00000073008	Gpr174	G protein-coupled receptor 174 [Source:MGI Symbol;Acc:MGI:2685222]	213439
ENSMUSG00000100011	Gm28458	predicted gene 28458 [Source:MGI Symbol;Acc:MGI:5579164]	
ENSMUSG00000029781	Fkbp9	FK506 binding protein 9 [Source:MGI Symbol;Acc:MGI:1350921]	27055
ENSMUSG00000070544	Top1	topoisomerase (DNA) I [Source:MGI Symbol;Acc:MGI:98788]	21969
ENSMUSG00000042747	Krtcap2	keratinocyte associated protein 2 [Source:MGI Symbol;Acc:MGI:1913309]	66059
ENSMUSG00000079267	Gm5930	predicted gene 5930 [Source:MGI Symbol;Acc:MGI:3643645]	
ENSMUSG00000086434	Gm15200	predicted gene 15200 [Source:MGI Symbol;Acc:MGI:3705136]	
ENSMUSG00000038280	Ostm1	osteopetrosis associated transmembrane protein 1 [Source:MGI Symbol;Acc:MGI:2655574]	14628
ENSMUSG00000030507	Dbx1	developing brain homeobox 1 [Source:MGI Symbol;Acc:MGI:94867]	13172
ENSMUSG00000006651	Aplp1	amyloid beta (A4) precursor-like protein 1 [Source:MGI Symbol;Acc:MGI:88046]	11803
ENSMUSG00000014030	Pax5	paired box 5 [Source:MGI Symbol;Acc:MGI:97489]	18507
ENSMUSG00000086916	Gm15903	predicted gene 15903 [Source:MGI Symbol;Acc:MGI:3802037]	
ENSMUSG00000087575	Gm12976	predicted gene 12976 [Source:MGI Symbol;Acc:MGI:3650499]	
ENSMUSG00000023191	P3h3	prolyl 3-hydroxylase 3 [Source:MGI Symbol;Acc:MGI:1315208]	14789
ENSMUSG00000102436	Gm38047	predicted gene, 38047 [Source:MGI Symbol;Acc:MGI:5611275]	
ENSMUSG00000095859	Ighv1-43	immunoglobulin heavy variable V1-43 [Source:MGI Symbol;Acc:MGI:3704124]	
ENSMUSG00000081566	Gm13756	predicted gene 13756 [Source:MGI Symbol;Acc:MGI:3651887]	
ENSMUSG00000059834	Sclt1	sodium channel and clathrin linker 1 [Source:MGI Symbol;Acc:MGI:1914411]	67161
ENSMUSG00000057351	Olfr347	olfactory receptor 347 [Source:MGI Symbol;Acc:MGI:3030181]	258945
ENSMUSG00000103300	Ighv1-44	immunoglobulin heavy variable V1-44 [Source:MGI Symbol;Acc:MGI:5009842]	
ENSMUSG00000075126	Olfr1180	olfactory receptor 1180 [Source:MGI Symbol;Acc:MGI:3031014]	258920
ENSMUSG00000100835	Gm28907	predicted gene 28907 [Source:MGI Symbol;Acc:MGI:5579613]	
ENSMUSG00000022110	Sucla2	succinate-Coenzyme A ligase, ADP-forming, beta subunit [Source:MGI Symbol;Acc:MGI:1306775]	20916
ENSMUSG00000075125	Olfr1181	olfactory receptor 1181 [Source:MGI Symbol;Acc:MGI:3031015]	258060
ENSMUSG00000031246	Sh3bgrl	SH3-binding domain glutamic acid-rich protein like [Source:MGI Symbol;Acc:MGI:1930849]	56726
ENSMUSG00000082251	Gm13438	predicted gene 13438 [Source:MGI Symbol;Acc:MGI:3650785]	
ENSMUSG00000108193	Olfr442-ps1	olfactory receptor 442, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3030276]	
ENSMUSG00000042766	Trim46	tripartite motif-containing 46 [Source:MGI Symbol;Acc:MGI:2673000]	360213
ENSMUSG00000101446	Gm21749	predicted gene, 21749 [Source:MGI Symbol;Acc:MGI:5433913]	
ENSMUSG00000080939	Gm9208	predicted gene 9208 [Source:MGI Symbol;Acc:MGI:3648125]	
ENSMUSG00000043885	Slc36a4	solute carrier family 36 (proton/amino acid symporter), member 4 [Source:MGI Symbol;Acc:MGI:2442595]	234967
ENSMUSG00000094669	Olfr441	olfactory receptor 441 [Source:MGI Symbol;Acc:MGI:3030275]	258649
ENSMUSG00000099734	Gm28159	predicted gene 28159 [Source:MGI Symbol;Acc:MGI:5578865]	
ENSMUSG00000100046	Gm29232	predicted gene 29232 [Source:MGI Symbol;Acc:MGI:5579938]	
ENSMUSG00000101050	Gm28774	predicted gene 28774 [Source:MGI Symbol;Acc:MGI:5579480]	
ENSMUSG00000098193	Gm26963	predicted gene, 26963 [Source:MGI Symbol;Acc:MGI:5504078]	
ENSMUSG00000105175	Gm43097	predicted gene 43097 [Source:MGI Symbol;Acc:MGI:5663234]	
ENSMUSG00000081412	Gm15403	predicted gene 15403 [Source:MGI Symbol;Acc:MGI:3641944]	
ENSMUSG00000027344	Fsip1	fibrous sheath-interacting protein 1 [Source:MGI Symbol;Acc:MGI:1918563]	71313
ENSMUSG00000060679	Mrps9	mitochondrial ribosomal protein S9 [Source:MGI Symbol;Acc:MGI:1916777]	69527
ENSMUSG00000001260	Gabrg1	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 1 [Source:MGI Symbol;Acc:MGI:103156]	14405
ENSMUSG00000048621	Gm6377	predicted gene 6377 [Source:MGI Symbol;Acc:MGI:3647255]	622976
ENSMUSG00000109258	RP23-385E22.2		
ENSMUSG00000100723	Gm28160	predicted gene 28160 [Source:MGI Symbol;Acc:MGI:5578866]	
ENSMUSG00000095576	Fmo6	flavin containing monooxygenase 6 [Source:MGI Symbol;Acc:MGI:2681841]	226565
ENSMUSG00000109503	RP24-294M17.2		
ENSMUSG00000049315	Olfr348	olfactory receptor 348 [Source:MGI Symbol;Acc:MGI:3030182]	258946
ENSMUSG00000037062	Sh3glb1	SH3-domain GRB2-like B1 (endophilin) [Source:MGI Symbol;Acc:MGI:1859730]	54673
ENSMUSG00000035637	Grhpr	glyoxylate reductase/hydroxypyruvate reductase [Source:MGI Symbol;Acc:MGI:1923488]	76238
ENSMUSG00000109432	RP24-294M17.1		
ENSMUSG00000021109	Hif1a	hypoxia inducible factor 1, alpha subunit [Source:MGI Symbol;Acc:MGI:106918]	15251
ENSMUSG00000020696	Rffl	ring finger and FYVE like domain containing protein [Source:MGI Symbol;Acc:MGI:1914588]	67338
ENSMUSG00000083210	Gm14869	predicted gene 14869 [Source:MGI Symbol;Acc:MGI:3705472]	
ENSMUSG00000098122	Gm27039	predicted gene, 27039 [Source:MGI Symbol;Acc:MGI:5504154]	
ENSMUSG00000025986	Slc39a10	solute carrier family 39 (zinc transporter), member 10 [Source:MGI Symbol;Acc:MGI:1914515]	227059
ENSMUSG00000027104	Atf2	activating transcription factor 2 [Source:MGI Symbol;Acc:MGI:109349]	11909
ENSMUSG00000027104	Atf2	activating transcription factor 2 [Source:MGI Symbol;Acc:MGI:109349]	102641666
ENSMUSG00000048921	Zfp689	zinc finger protein 689 [Source:MGI Symbol;Acc:MGI:1918381]	71131
ENSMUSG00000000253	Gmpr	guanosine monophosphate reductase [Source:MGI Symbol;Acc:MGI:1913605]	66355
ENSMUSG00000078689	Mup6	major urinary protein 6 [Source:MGI Symbol;Acc:MGI:3650962]	620807
ENSMUSG00000101981	Gm28157	predicted gene 28157 [Source:MGI Symbol;Acc:MGI:5578863]	
ENSMUSG00000109067	RP24-294M17.3		
ENSMUSG00000108997	RP24-294M17.4		
ENSMUSG00000109271	RP24-294M17.5		
ENSMUSG00000032782	Cntrob	centrobin, centrosomal BRCA2 interacting protein [Source:MGI Symbol;Acc:MGI:2443290]	216846
ENSMUSG00000108465	RP23-4H17.4		
ENSMUSG00000029865	Sval1	seminal vesicle antigen-like 1 [Source:MGI Symbol;Acc:MGI:1918828]	71578
ENSMUSG00000086502	B130055M24Rik	RIKEN cDNA B130055M24 gene [Source:MGI Symbol;Acc:MGI:3590645]	
ENSMUSG00000085889	1700054M17Rik	RIKEN cDNA 1700054M17 gene [Source:MGI Symbol;Acc:MGI:1920608]	
ENSMUSG00000083701	Gm4912	predicted pseudogene 4912 [Source:MGI Symbol;Acc:MGI:3643140]	
ENSMUSG00000045339	A930104D05Rik	RIKEN cDNA A930104D05 gene [Source:MGI Symbol;Acc:MGI:2444352]	
ENSMUSG00000086148	Gm15271	predicted gene 15271 [Source:MGI Symbol;Acc:MGI:3705206]	
ENSMUSG00000109118	RP23-218K15.3		
ENSMUSG00000096258	Rps16-ps3	ribosomal protein S16, pseudogene 3 [Source:MGI Symbol;Acc:MGI:3647039]	
ENSMUSG00000030822	Prr14	proline rich 14 [Source:MGI Symbol;Acc:MGI:2384565]	233895
ENSMUSG00000040133	Gpr176	G protein-coupled receptor 176 [Source:MGI Symbol;Acc:MGI:2685858]	381413
ENSMUSG00000086428	Gm15199	predicted gene 15199 [Source:MGI Symbol;Acc:MGI:3705141]	
ENSMUSG00000100148	Gm28158	predicted gene 28158 [Source:MGI Symbol;Acc:MGI:5578864]	
ENSMUSG00000108961	RP23-366O14.2		
ENSMUSG00000049516	Spty2d1	SPT2, Suppressor of Ty, domain containing 1 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2142062]	101685
ENSMUSG00000071726	Gm5941	predicted gene 5941 [Source:MGI Symbol;Acc:MGI:3646197]	76386
ENSMUSG00000071726	Gm5941	predicted gene 5941 [Source:MGI Symbol;Acc:MGI:3646197]	546347
ENSMUSG00000005204	Senp3	SUMO/sentrin specific peptidase 3 [Source:MGI Symbol;Acc:MGI:2158736]	80886
ENSMUSG00000005640	Insrr	insulin receptor-related receptor [Source:MGI Symbol;Acc:MGI:1346037]	23920
ENSMUSG00000098332	2310009A05Rik	RIKEN cDNA 2310009A05 gene [Source:MGI Symbol;Acc:MGI:1913614]	
ENSMUSG00000109473	RP23-366O14.4		
ENSMUSG00000102906	Gm20858	predicted gene, 20858 [Source:MGI Symbol;Acc:MGI:5434214]	
ENSMUSG00000067649	Mageb18	melanoma antigen family B, 18 [Source:MGI Symbol;Acc:MGI:3045344]	215641
ENSMUSG00000031149	Praf2	PRA1 domain family 2 [Source:MGI Symbol;Acc:MGI:1859607]	54637
ENSMUSG00000071890	Mroh9	maestro heat-like repeat family member 9 [Source:MGI Symbol;Acc:MGI:1925508]	78258
ENSMUSG00000106820	D5Ertd605e	DNA segment, Chr 5, ERATO Doi 605, expressed [Source:MGI Symbol;Acc:MGI:1277165]	
ENSMUSG00000085435	4930486F22Rik	RIKEN cDNA 4930486F22 gene [Source:MGI Symbol;Acc:MGI:1925420]	
ENSMUSG00000082322	Gm9164	predicted gene 9164 [Source:MGI Symbol;Acc:MGI:3646866]	
ENSMUSG00000089865	Dyx1c1Ccpg1	Dyx1c1-Ccpg1 readthrough transcript (NMD candidate) [Source:MGI Symbol;Acc:MGI:5141975]	
ENSMUSG00000020044	Timp3	tissue inhibitor of metalloproteinase 3 [Source:MGI Symbol;Acc:MGI:98754]	21859
ENSMUSG00000080155	Gm14777	predicted gene 14777 [Source:MGI Symbol;Acc:MGI:3705662]	
ENSMUSG00000107336	Gm43461	predicted gene 43461 [Source:MGI Symbol;Acc:MGI:5663598]	
ENSMUSG00000100213	Gm28151	predicted gene 28151 [Source:MGI Symbol;Acc:MGI:5578857]	
ENSMUSG00000104695	Gm30023	predicted gene, 30023 [Source:MGI Symbol;Acc:MGI:5589182]	
ENSMUSG00000080737	Gm6982	predicted gene 6982 [Source:MGI Symbol;Acc:MGI:3643575]	
ENSMUSG00000102797	Gm37710	predicted gene, 37710 [Source:MGI Symbol;Acc:MGI:5610938]	
ENSMUSG00000103129	Gm37393	predicted gene, 37393 [Source:MGI Symbol;Acc:MGI:5610621]	
ENSMUSG00000108969	RP23-366O14.3		
ENSMUSG00000106891	Gm43460	predicted gene 43460 [Source:MGI Symbol;Acc:MGI:5663597]	
ENSMUSG00000083196	Gm15272	predicted gene 15272 [Source:MGI Symbol;Acc:MGI:3705755]	
ENSMUSG00000081689	Gm9166	predicted gene 9166 [Source:MGI Symbol;Acc:MGI:3648553]	
ENSMUSG00000001333	Sync	syncoilin [Source:MGI Symbol;Acc:MGI:1916078]	68828
ENSMUSG00000107889	Olfr440-ps1	olfactory receptor 440, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3030274]	
ENSMUSG00000070880	Gad1	glutamate decarboxylase 1 [Source:MGI Symbol;Acc:MGI:95632]	14415
ENSMUSG00000083477	Gm5555	predicted pseudogene 5555 [Source:MGI Symbol;Acc:MGI:3648970]	
ENSMUSG00000034563	Ccpg1	cell cycle progression 1 [Source:MGI Symbol;Acc:MGI:1196419]	72278
ENSMUSG00000105153	Gm3143	predicted gene 3143 [Source:MGI Symbol;Acc:MGI:3781322]	
ENSMUSG00000103813	Gm31422	predicted gene, 31422 [Source:MGI Symbol;Acc:MGI:5590581]	
ENSMUSG00000055319	Sec23ip	Sec23 interacting protein [Source:MGI Symbol;Acc:MGI:2450915]	207352
ENSMUSG00000100974	Gm28459	predicted gene 28459 [Source:MGI Symbol;Acc:MGI:5579165]	
ENSMUSG00000015652	Steap1	six transmembrane epithelial antigen of the prostate 1 [Source:MGI Symbol;Acc:MGI:1917608]	70358
ENSMUSG00000046909	Tefm	transcription elongation factor, mitochondrial [Source:MGI Symbol;Acc:MGI:1915800]	68550
ENSMUSG00000087256	Gm15990	predicted gene 15990 [Source:MGI Symbol;Acc:MGI:3801993]	
ENSMUSG00000038390	Gpr162	G protein-coupled receptor 162 [Source:MGI Symbol;Acc:MGI:1315214]	14788
ENSMUSG00000033458	Fan1	FANCD2/FANCI-associated nuclease 1 [Source:MGI Symbol;Acc:MGI:3045266]	330554
ENSMUSG00000059602	Syn3	synapsin III [Source:MGI Symbol;Acc:MGI:1351334]	27204
ENSMUSG00000090379	Gm8229	predicted gene 8229 [Source:MGI Symbol;Acc:MGI:3646979]	
ENSMUSG00000026691	Fmo3	flavin containing monooxygenase 3 [Source:MGI Symbol;Acc:MGI:1100496]	14262
ENSMUSG00000081259	Gm6893	predicted gene 6893 [Source:MGI Symbol;Acc:MGI:3645616]	
ENSMUSG00000101675	Gm28461	predicted gene 28461 [Source:MGI Symbol;Acc:MGI:5579167]	
ENSMUSG00000019997	Ctgf	connective tissue growth factor [Source:MGI Symbol;Acc:MGI:95537]	14219
ENSMUSG00000057236	Rbbp4	retinoblastoma binding protein 4 [Source:MGI Symbol;Acc:MGI:1194912]	19646
ENSMUSG00000108149	Olfr439-ps1	olfactory receptor 439, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3030273]	
ENSMUSG00000092144	Gm3370	predicted gene 3370 [Source:MGI Symbol;Acc:MGI:3781548]	
ENSMUSG00000017390	Aldoc	aldolase C, fructose-bisphosphate [Source:MGI Symbol;Acc:MGI:101863]	11676
ENSMUSG00000100801	Gm15459	predicted gene 15459 [Source:MGI Symbol;Acc:MGI:3705702]	
ENSMUSG00000090716	Gm3371	predicted gene 3371 [Source:MGI Symbol;Acc:MGI:3781549]	
ENSMUSG00000059901	Adamts14	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 14 [Source:MGI Symbol;Acc:MGI:2179942]	237360
ENSMUSG00000087400	Gm15270	predicted gene 15270 [Source:MGI Symbol;Acc:MGI:3705149]	
ENSMUSG00000032860	P2ry2	purinergic receptor P2Y, G-protein coupled 2 [Source:MGI Symbol;Acc:MGI:105107]	18442
ENSMUSG00000051669	AU021092	expressed sequence AU021092 [Source:MGI Symbol;Acc:MGI:2146559]	239691
ENSMUSG00000102528	Ighv1-45	immunoglobulin heavy variable V1-45 [Source:MGI Symbol;Acc:MGI:5009913]	
ENSMUSG00000023084	Lrrc71	leucine rich repeat containing 71 [Source:MGI Symbol;Acc:MGI:1921735]	74485
ENSMUSG00000100499	Gm28460	predicted gene 28460 [Source:MGI Symbol;Acc:MGI:5579166]	
ENSMUSG00000082061	Gm12726	predicted gene 12726 [Source:MGI Symbol;Acc:MGI:3649291]	
ENSMUSG00000086877	A230072C01Rik	RIKEN cDNA A230072C01 gene [Source:MGI Symbol;Acc:MGI:2444644]	
ENSMUSG00000103288	Gm37273	predicted gene, 37273 [Source:MGI Symbol;Acc:MGI:5610501]	
ENSMUSG00000105452	Gm5276	predicted gene 5276 [Source:MGI Symbol;Acc:MGI:3646382]	
ENSMUSG00000079271	1700049E17Rik1	RIKEN cDNA 1700049E17 gene, gene 1 [Source:MGI Symbol;Acc:MGI:1920665]	
ENSMUSG00000035557	Krt17	keratin 17 [Source:MGI Symbol;Acc:MGI:96691]	16667
ENSMUSG00000105540	Gm7988	predicted gene 7988 [Source:MGI Symbol;Acc:MGI:3649096]	
ENSMUSG00000103102	Gm37049	predicted gene, 37049 [Source:MGI Symbol;Acc:MGI:5610277]	
ENSMUSG00000072672	Duxbl3	double homeobox B-like 3 [Source:MGI Symbol;Acc:MGI:3710520]	100039293
ENSMUSG00000104952	Gm38697	predicted gene, 38697 [Source:MGI Symbol;Acc:MGI:5621582]	
ENSMUSG00000009406	Elk1	ELK1, member of ETS oncogene family [Source:MGI Symbol;Acc:MGI:101833]	13712
ENSMUSG00000099793	Gm28775	predicted gene 28775 [Source:MGI Symbol;Acc:MGI:5579481]	
ENSMUSG00000055555	4930502E18Rik	RIKEN cDNA 4930502E18 gene [Source:MGI Symbol;Acc:MGI:1922263]	75013
ENSMUSG00000108720	RP23-172P1.4		
ENSMUSG00000097425	Vmn1r181	vomeronasal 1 receptor 181 [Source:MGI Symbol;Acc:MGI:3033489]	404289
ENSMUSG00000083780	Gm12728	predicted gene 12728 [Source:MGI Symbol;Acc:MGI:3649486]	
ENSMUSG00000022205	Sub1	SUB1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:104811]	20024
ENSMUSG00000100756	Gm21257	predicted gene, 21257 [Source:MGI Symbol;Acc:MGI:5434612]	
ENSMUSG00000100699	Gm21765	predicted gene, 21765 [Source:MGI Symbol;Acc:MGI:5433929]	
ENSMUSG00000082666	Gm13677	predicted gene 13677 [Source:MGI Symbol;Acc:MGI:3649765]	
ENSMUSG00000070866	Zfp804a	zinc finger protein 804A [Source:MGI Symbol;Acc:MGI:2442949]	241514
ENSMUSG00000001134	Uxt	ubiquitously expressed transcript [Source:MGI Symbol;Acc:MGI:1277988]	22294
ENSMUSG00000092188	Gm20471	predicted gene 20471 [Source:MGI Symbol;Acc:MGI:5141936]	
ENSMUSG00000026586	Prrx1	paired related homeobox 1 [Source:MGI Symbol;Acc:MGI:97712]	18933
ENSMUSG00000108704	RP23-471O11.1		
ENSMUSG00000063929	Cyp4a32	cytochrome P450, family 4, subfamily a, polypeptide 32 [Source:MGI Symbol;Acc:MGI:3717148]	100040843
ENSMUSG00000028655	Mfsd2a	major facilitator superfamily domain containing 2A [Source:MGI Symbol;Acc:MGI:1923824]	76574
ENSMUSG00000028583	Pdpn	podoplanin [Source:MGI Symbol;Acc:MGI:103098]	14726
ENSMUSG00000059248	Sept9	septin 9 [Source:MGI Symbol;Acc:MGI:1858222]	53860
ENSMUSG00000022858	Tra2b	transformer 2 beta homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:106016]	20462
ENSMUSG00000063808	Gpatch1	G patch domain containing 1 [Source:MGI Symbol;Acc:MGI:1914721]	67471
ENSMUSG00000105370	Gm42718	predicted gene 42718 [Source:MGI Symbol;Acc:MGI:5662855]	
ENSMUSG00000028072	Ntrk1	neurotrophic tyrosine kinase, receptor, type 1 [Source:MGI Symbol;Acc:MGI:97383]	18211
ENSMUSG00000062833	Sval3	seminal vesicle antigen-like 3 [Source:MGI Symbol;Acc:MGI:3047714]	387564
ENSMUSG00000052334	1700024B05Rik	RIKEN cDNA 1700024B05 gene [Source:MGI Symbol;Acc:MGI:1922768]	
ENSMUSG00000094949	Olfr50	olfactory receptor 50 [Source:MGI Symbol;Acc:MGI:1333746]	18350
ENSMUSG00000090574	Traj61	T cell receptor alpha joining 61 [Source:MGI Symbol;Acc:MGI:4936997]	
ENSMUSG00000000881	Dlg3	discs, large homolog 3 (Drosophila) [Source:MGI Symbol;Acc:MGI:1888986]	53310
ENSMUSG00000010142	Tnfrsf13b	tumor necrosis factor receptor superfamily, member 13b [Source:MGI Symbol;Acc:MGI:1889411]	57916
ENSMUSG00000093945	Gm3543	predicted gene 3543 [Source:MGI Symbol;Acc:MGI:3781720]	
ENSMUSG00000061723	Tnnt3	troponin T3, skeletal, fast [Source:MGI Symbol;Acc:MGI:109550]	21957
ENSMUSG00000033633	Clec18a	C-type lectin domain family 18, member A [Source:MGI Symbol;Acc:MGI:2672935]	353287
ENSMUSG00000029472	Anapc5	anaphase-promoting complex subunit 5 [Source:MGI Symbol;Acc:MGI:1929722]	59008
ENSMUSG00000052790	Gm9890	predicted gene 9890 [Source:MGI Symbol;Acc:MGI:3642649]	
ENSMUSG00000095044	Gm6401	predicted gene 6401 [Source:MGI Symbol;Acc:MGI:3645739]	
ENSMUSG00000100045	Gm20929	predicted gene, 20929 [Source:MGI Symbol;Acc:MGI:5434285]	102635480
ENSMUSG00000021608	Lpcat1	lysophosphatidylcholine acyltransferase 1 [Source:MGI Symbol;Acc:MGI:2384812]	210992
ENSMUSG00000104412	Gm37798	predicted gene, 37798 [Source:MGI Symbol;Acc:MGI:5611026]	
ENSMUSG00000066057	Gm1976	predicted gene 1976 [Source:MGI Symbol;Acc:MGI:3780145]	
ENSMUSG00000075124	Olfr1182	olfactory receptor 1182 [Source:MGI Symbol;Acc:MGI:3031370]	
ENSMUSG00000087700	Gm15283	predicted gene 15283 [Source:MGI Symbol;Acc:MGI:3705161]	
ENSMUSG00000096438	Gapdh-ps15	glyceraldehyde-3-phosphate dehydrogenase, pseudogene 15 [Source:MGI Symbol;Acc:MGI:5434255]	
ENSMUSG00000104076	Gm37026	predicted gene, 37026 [Source:MGI Symbol;Acc:MGI:5610254]	
ENSMUSG00000090097	Gm13757	predicted gene 13757 [Source:MGI Symbol;Acc:MGI:3713304]	258167
ENSMUSG00000098121	Gm27038	predicted gene, 27038 [Source:MGI Symbol;Acc:MGI:5504153]	
ENSMUSG00000061762	Tac1	tachykinin 1 [Source:MGI Symbol;Acc:MGI:98474]	21333
ENSMUSG00000098090	2700099C18Rik	RIKEN cDNA 2700099C18 gene [Source:MGI Symbol;Acc:MGI:1924272]	
ENSMUSG00000075302	Erich2	glutamate rich 2 [Source:MGI Symbol;Acc:MGI:1913998]	66748
ENSMUSG00000085783	Gm9816	predicted pseudogene 9816 [Source:MGI Symbol;Acc:MGI:3704465]	
ENSMUSG00000102928	Ighv1-46	immunoglobulin heavy variable V1-46 [Source:MGI Symbol;Acc:MGI:5009843]	
ENSMUSG00000082768	Gm12727	predicted gene 12727 [Source:MGI Symbol;Acc:MGI:3649747]	
ENSMUSG00000085790	Gm12729	predicted gene 12729 [Source:MGI Symbol;Acc:MGI:3649488]	
ENSMUSG00000099351	Gm28776	predicted gene 28776 [Source:MGI Symbol;Acc:MGI:5579482]	
ENSMUSG00000069135	Fgfr1op	Fgfr1 oncogene partner [Source:MGI Symbol;Acc:MGI:1922546]	75296
ENSMUSG00000081189	Hspd1-ps4	heat shock protein 1 (chaperonin), pseudogene 4 [Source:MGI Symbol;Acc:MGI:3649750]	
ENSMUSG00000074646	6430550D23Rik	RIKEN cDNA 6430550D23 gene [Source:MGI Symbol;Acc:MGI:2443361]	320095
ENSMUSG00000035086	Becn1	beclin 1, autophagy related [Source:MGI Symbol;Acc:MGI:1891828]	56208
ENSMUSG00000080912	Gm12269	predicted gene 12269 [Source:MGI Symbol;Acc:MGI:3650595]	
ENSMUSG00000086512	Gm12600	predicted gene 12600 [Source:MGI Symbol;Acc:MGI:3651471]	
ENSMUSG00000046610	Oacyl	O-acyltransferase like [Source:MGI Symbol;Acc:MGI:2442915]	319888
ENSMUSG00000039745	Htatip2	HIV-1 Tat interactive protein 2 [Source:MGI Symbol;Acc:MGI:1859271]	53415
ENSMUSG00000010392	Gosr1	golgi SNAP receptor complex member 1 [Source:MGI Symbol;Acc:MGI:1858260]	53334
ENSMUSG00000021709	Erbb2ip	Erbb2 interacting protein [Source:MGI Symbol;Acc:MGI:1890169]	59079
ENSMUSG00000032661	Oas3	2'-5' oligoadenylate synthetase 3 [Source:MGI Symbol;Acc:MGI:2180850]	246727
ENSMUSG00000108658	RP24-74B24.4		
ENSMUSG00000102305	Gm38192	predicted gene, 38192 [Source:MGI Symbol;Acc:MGI:5611420]	
ENSMUSG00000099805	Gm28161	predicted gene 28161 [Source:MGI Symbol;Acc:MGI:5578867]	
ENSMUSG00000033685	Ucp2	uncoupling protein 2 (mitochondrial, proton carrier) [Source:MGI Symbol;Acc:MGI:109354]	22228
ENSMUSG00000102880	4930517J16Rik	RIKEN cDNA 4930517J16 gene [Source:MGI Symbol;Acc:MGI:1921972]	
ENSMUSG00000103995	5730488B01Rik	RIKEN cDNA 5730488B01 gene [Source:MGI Symbol;Acc:MGI:1917852]	
ENSMUSG00000038456	Dennd2a	DENN/MADD domain containing 2A [Source:MGI Symbol;Acc:MGI:2444961]	209773
