ABF1	ACE2	ADR1	ARG80	ARG81	ARO80	ASH1	AZF1	BAS1	CAD1	CBF1	CHA4	CIN5	CRZ1	CUP9	DAL81	DAL82	DIG1	DOT6	ECM22	FHL1	FKH1	FKH2	FZF1	GAL4	GAT1	GAT3	GCN4	GCR1	GCR2	GLN3	GRF10.Pho2.	GTS1	HAA1	HAL9	HAP2	HAP3	HAP4	HAP5	HIR1	HIR2	HMS1	HSF1	IME4	INO2	INO4	IXR1	LEU3	MAC1	MAL13	MAL33	MATa1	MBP1	MCM1	MET31	MET4	MIG1	MOT3	MSN1	MSN2	MSN4	MSS11	MTH1	NDD1	NRG1	PDR1	PHD1	PHO4	PUT3	RAP1	RCS1	REB1	RFX1	RGM1	RGT1	RIM101	RLM1	RME1	ROX1	RPH1	RTG1	RTG3	RTS2	SFL1	SFP1	SIG1	SIP4	SKN7	SKO1	SMP1	SOK2	SRD1	STB1	STE12	STP1	STP2	SUM1	SWI4	SWI5	SWI6	THI2	UGA3	USV1	YAP1	YAP3	YAP5	YAP6	YAP7	YBR267W	YFL044C	YJL206C	ZAP1	ZMS1
YGR141W	0.35	0.3	0.07	0.43	0.8	0.3	0.59	0.54	0.61	0.38	0.36	0.091	0.56	0.87	0.49	0.72	0.23	0.49	0.41	0.8	0.37	1	0.48	0.78	0.5	0.74	0.55	0.45	0.35	0.22	0.62	0.4	0.5	0.18	0.71	0.88	0.31	0.7	0.53	0.27	0.43	0.5	0.38	0.23	0.89	0.49	0.74	0.76	0.95	0.8	0.86	0.37	0.51	0.74	0.52	0.72	0.5	0.54	0.55	0.9	0.92	0.42	0.56	0.83	0.038	0.27	0.47	1	0.84	0.61	0.035	0.019	0.53	0.21	0.26	0.49	0.78	0.77	0.78	1	0.57	0.84	0.47	0.2	0.32	0.19	0.079	0.49	0.52	0.58	0.3	0.55	0.18	0.83	0.55	0.72	0.37	0.59	0.35	0.46	0.64	0.5	0.56	0.75	0.65	0.35	0.17	0.56	0.14	0.62	0.56	0.44	0.22
YGR142W	0.83	0.6	0.59	0.88	0.59	0.91	0.48	0.31	0.14	0.98	0.6	0.97	0.53	0.59	0.79	0.76	0.89	0.93	0.72	0.68	0.94	0.78	0.87	0.55	0.82	0.2	0.26	0.8	0.51	0.8	0.97	0.46	0.91	0.98	0.67	0.94	0.92	0.93	0.83	0.67	0.6	0.35	1.8e-05	0.99	0.2	0.14	0.82	0.81	0.91	0.59	0.84	0.84	0.88	0.93	0.75	0.17	0.27	0.57	0.52	0.51	0.0021	0.62	0.11	0.88	0.88	0.55	0.64	0.92	0.46	0.75	0.64	0.84	0.75	0.14	0.54	0.85	0.99	0.6	0.25	0.71	0.75	0.74	0.54	0.019	0.29	0.65	0.73	0.43	0.45	0.79	0.5	0.97	0.88	0.9	0.28	0.69	0.1	0.19	0.96	0.63	0.94	0.47	0.54	0.59	0.54	0.91	0.26	0.35	0.98	0.24	0.54	0.78	0.61
YGR143W	0.9	0.17	0.87	0.86	0.68	0.96	0.16	0.41	0.84	0.94	0.33	0.85	0.51	0.88	0.89	0.83	0.94	0.52	0.88	0.39	0.86	0.48	0.037	0.6	0.63	0.43	0.26	0.87	0.53	0.81	0.88	0.33	0.96	0.81	0.92	0.72	0.86	0.84	0.96	0.3	0.7	0.97	0.003	0.97	0.13	0.26	0.79	0.84	0.63	0.096	0.57	0.78	0.047	0.0086	0.66	0.34	0.58	0.35	0.25	0.97	0.87	0.76	0.07	0.0025	0.23	0.63	0.4	0.28	0.23	0.00069	0.77	0.73	0.97	0.48	0.67	0.55	0.08	0.55	0.66	0.63	0.17	0.82	0.81	0.081	0.5	0.81	0.35	0.014	0.68	0.0069	0.69	0.59	0.97	0.31	0.78	0.96	0.93	0.15	0.086	0.14	0.75	0.58	0.33	0.67	0.49	0.81	0.69	0.29	0.9	0.92	0.81	0.88	0.3
YGR144W	0.002	0.87	0.77	0.4	0.38	0.42	0.089	0.33	0.84	0.83	0.47	0.28	0.00045	0.81	0.58	0.76	0.88	0.23	0.93	0.63	0.83	0.67	0.84	0.23	0.68	0.59	0.16	0.91	0.29	0.3	0.79	0.17	0.93	0.97	0.3	0.28	0.71	0.64	0.76	0.53	0.52	0.44	0.091	0.87	0.091	0.38	0.46	0.58	0.039	0.051	0.91	0.4	0.77	0.26	0.29	0.028	0.3	0.049	0.18	0.66	0.31	0.64	0.49	0.2	0.82	0.74	0.62	0.57	0.072	0.65	0.46	0.53	0.75	0.32	0.59	0.62	0.61	0.3	0.018	0.2	0.91	0.73	0.47	0.17	0.35	0.8	0.47	0.8	0.37	0.31	0.61	0.34	0.7	0.76	0.27	0.7	0.47	0.77	0.69	0.82	0.91	0.69	0.27	0.16	0.31	0.79	0.42	0.21	0.96	0.88	0.9	0.68	0.59
YGR145W	0.53	0.95	0.38	0.33	0.64	0.037	0.75	0.65	0.12	0.56	0.65	0.16	0.13	0.98	0.73	0.54	0.53	0.81	0.5	0.61	0.79	0.92	0.88	0.71	0.81	0.88	0.53	0.055	0.36	0.52	0.1	0.35	0.37	0.54	0.38	0.28	0.45	0.36	0.46	0.7	0.52	0.51	0.26	0.62	0.22	0.4	0.84	0.64	0.86	0.79	0.5	0.18	0.84	0.37	0.25	0.89	0.2	0.48	0.55	0.43	0.3	0.39	0.96	0.92	0.2	0.31	0.47	0.42	0.6	0.83	0.26	0.6	0.092	0.2	0.72	0.84	0.57	0.64	0.91	0.5	0.79	0.06	0.056	1	0.38	0.48	0.55	0.88	0.55	0.52	0.83	0.022	0.63	0.68	0.48	0.55	0.12	0.5	0.84	0.86	0.39	0.77	0.089	0.73	0.33	0.46	0.69	0.19	0.45	0.78	0.53	0.44	0.25
YGR146C	0.26	0.91	0.96	0.88	0.96	0.58	0.13	0.61	0.032	0.99	0.037	0.92	0.021	0.99	0.58	0.094	0.17	0.82	0.94	0.053	0.5	0.17	0.6	0.75	0.92	0.096	0.64	0.86	0.89	0.66	0.97	0.72	0.75	0.82	0.45	0.74	0.9	0.95	0.67	0.015	0.03	0.42	0.00036	0.89	0.33	0.063	0.71	0.43	0.67	0.14	0.065	0.92	0.92	0.24	0.74	0.16	0.68	0.83	0.85	0.56	0.27	0.89	0.17	0.76	0.84	0.92	0.61	0.76	0.24	0.33	0.99	0.95	0.41	0.21	0.86	0.73	0.12	0.74	0.63	0.95	0.76	0.64	0.98	0.58	0.13	0.95	0.37	0.55	0.87	0.61	0.86	0.75	0.79	0.42	0.33	0.85	0.86	0.61	0.97	0.5	0.76	0.72	0.65	0.66	0.2	0.93	0.55	0.43	0.93	0.95	0.52	0.94	0.5
YGR147C	0.6	0.6	0.49	0.31	0.33	0.91	0.85	0.11	0.086	0.29	0.51	0.11	0.27	0.66	0.073	0.18	0.11	0.29	0.2	0.54	0.11	0.56	0.39	0.26	0.58	0.016	0.2	0.73	0.25	0.17	0.16	0.41	0.86	0.91	0.058	0.39	0.5	0.19	0.25	0.0099	0.11	0.37	0.23	0.57	0.81	0.088	0.29	0.21	0.24	0.47	0.97	0.17	0.52	0.71	0.03	0.36	0.72	0.11	0.17	0.5	0.26	0.26	0.81	0.25	0.58	0.46	0.6	0.32	0.25	0.61	0.26	4.3e-05	0.25	0.51	0.54	0.98	0.63	0.38	0.3	0.2	0.71	0.46	0.71	1	0.22	0.93	0.045	0.59	0.47	0.57	1	0.51	0.87	0.59	0.53	0.061	0.22	0.66	0.58	0.56	0.94	0.39	0.97	0.44	1	0.37	0.11	0.96	0.44	0.33	0.47	0.32	1
YGR148C	0.84	0.9	0.79	0.73	0.56	0.87	0.14	0.49	0.41	0.8	0.55	0.24	0.29	0.82	0.14	0.55	0.45	0.96	0.69	0.6	6e-07	0.74	0.92	0.62	0.32	0.44	0.0018	0.93	0.41	0.55	0.53	0.76	0.4	0.76	0.41	0.17	0.5	0.24	0.3	0.12	0.44	0.64	0.14	0.92	0.093	0.02	0.12	0.52	0.19	0.15	0.22	0.77	0.88	0.47	0.18	0.23	0.88	0.46	0.27	0.55	0.6	0.31	0.76	0.6	0.93	0.12	0.62	0.86	0.16	0.00014	0.88	0.55	0.34	0.0046	0.2	0.43	0.1	0.31	0.69	0.71	0.31	0.83	0.77	0.31	0.013	0.64	0.71	0.92	0.63	0.067	0.67	0.51	0.98	0.88	0.55	0.64	0.78	0.72	0.56	0.92	0.5	0.13	0.27	0.78	0.64	0.00054	0.41	0.52	0.95	1	0.96	0.24	0.32
YGR149W	0.84	0.9	0.79	0.73	0.56	0.87	0.14	0.49	0.41	0.8	0.55	0.24	0.29	0.82	0.14	0.55	0.45	0.96	0.69	0.6	6e-07	0.74	0.92	0.62	0.32	0.44	0.0018	0.93	0.41	0.55	0.53	0.76	0.4	0.76	0.41	0.17	0.5	0.24	0.3	0.12	0.44	0.64	0.14	0.92	0.093	0.02	0.12	0.52	0.19	0.15	0.22	0.77	0.88	0.47	0.18	0.23	0.88	0.46	0.27	0.55	0.6	0.31	0.76	0.6	0.93	0.12	0.62	0.86	0.16	0.00014	0.88	0.55	0.34	0.0046	0.2	0.43	0.1	0.31	0.69	0.71	0.31	0.83	0.77	0.31	0.013	0.64	0.71	0.92	0.63	0.067	0.67	0.51	0.98	0.88	0.55	0.64	0.78	0.72	0.56	0.92	0.5	0.13	0.27	0.78	0.64	0.00054	0.41	0.52	0.95	1	0.96	0.24	0.32
YGR150C	0.62	0.7	0.24	0.46	0.71	0.73	0.3	0.77	0.21	0.85	0.82	0.068	0.52	0.49	0.63	0.7	0.57	0.88	0.53	0.91	0.019	0.4	0.62	0.18	0.68	0.84	0.012	0.69	0.32	0.55	0.12	0.45	0.83	0.15	0.54	0.28	0.086	0.6	0.64	0.41	0.39	0.34	0.28	0.77	0.17	0.013	0.29	0.8	0.95	0.53	0.57	0.92	0.54	0.63	0.38	0.89	0.92	0.36	0.45	0.13	0.34	0.47	0.93	0.66	0.83	0.26	0.33	0.39	0.95	0.0091	0.44	0.41	0.025	0.086	0.85	0.84	0.47	0.32	0.9	1	0.65	0.79	0.19	1	0.47	0.51	0.73	0.34	1	0.49	0.83	0.63	0.24	0.76	0.18	0.74	0.29	0.67	0.47	0.46	0.49	0.15	0.24	0.63	0.99	0.0035	0.79	0.6	0.14	0.66	0.29	0.39	0.91
YGR151C	0.49	0.36	0.6	0.39	0.32	0.47	0.44	0.19	0.41	0.76	0.98	0.44	0.67	0.13	0.66	0.56	0.25	0.26	0.0067	0.96	0.66	0.53	0.64	0.068	0.71	0.95	0.16	0.16	0.53	0.12	0.28	0.0039	0.84	0.78	0.9	0.29	0.24	0.8	0.43	0.39	0.54	0.8	0.59	0.93	0.68	0.12	0.63	0.58	0.31	0.59	0.69	0.67	0.13	0.25	0.49	0.56	0.36	0.69	0.84	0.45	0.37	0.57	0.93	0.41	0.62	0.5	0.22	0.46	0.62	0.87	0.19	0.35	0.89	0.31	0.48	0.51	0.46	0.29	0.49	0.45	0.082	0.13	0.66	1	0.011	0.068	0.41	0.55	0.46	0.68	0.4	0.72	0.43	0.62	0.64	0.81	0.79	5.4e-05	0.55	0.011	0.59	0.3	0.38	0.18	0.99	0.95	0.78	0.99	0.78	0.16	0.16	0.68	1
YGR152C	0.49	0.36	0.6	0.39	0.32	0.47	0.44	0.19	0.41	0.76	0.98	0.44	0.67	0.13	0.66	0.56	0.25	0.26	0.0067	0.96	0.66	0.53	0.64	0.068	0.71	0.95	0.16	0.16	0.53	0.12	0.28	0.0039	0.84	0.78	0.9	0.29	0.24	0.8	0.43	0.39	0.54	0.8	0.59	0.93	0.68	0.12	0.63	0.58	0.31	0.59	0.69	0.67	0.13	0.25	0.49	0.56	0.36	0.69	0.84	0.45	0.37	0.57	0.93	0.41	0.62	0.5	0.22	0.46	0.62	0.87	0.19	0.35	0.89	0.31	0.48	0.51	0.46	0.29	0.49	0.45	0.082	0.13	0.66	1	0.011	0.068	0.41	0.55	0.46	0.68	0.4	0.72	0.43	0.62	0.64	0.81	0.79	5.4e-05	0.55	0.011	0.59	0.3	0.38	0.18	0.99	0.95	0.78	0.99	0.78	0.16	0.16	0.68	1
YGR153W	0.49	0.36	0.6	0.39	0.32	0.47	0.44	0.19	0.41	0.76	0.98	0.44	0.67	0.13	0.66	0.56	0.25	0.26	0.0067	0.96	0.66	0.53	0.64	0.068	0.71	0.95	0.16	0.16	0.53	0.12	0.28	0.0039	0.84	0.78	0.9	0.29	0.24	0.8	0.43	0.39	0.54	0.8	0.59	0.93	0.68	0.12	0.63	0.58	0.31	0.59	0.69	0.67	0.13	0.25	0.49	0.56	0.36	0.69	0.84	0.45	0.37	0.57	0.93	0.41	0.62	0.5	0.22	0.46	0.62	0.87	0.19	0.35	0.89	0.31	0.48	0.51	0.46	0.29	0.49	0.45	0.082	0.13	0.66	1	0.011	0.068	0.41	0.55	0.46	0.68	0.4	0.72	0.43	0.62	0.64	0.81	0.79	5.4e-05	0.55	0.011	0.59	0.3	0.38	0.18	0.99	0.95	0.78	0.99	0.78	0.16	0.16	0.68	1
YGR154C	0.54	0.48	0.63	0.81	0.81	0.53	0.47	0.76	0.82	0.66	0.43	0.31	0.018	0.91	0.13	0.16	0.62	0.15	0.1	0.97	0.47	0.65	1	0.34	0.63	0.94	0.37	0.41	0.54	0.25	0.5	0.099	0.72	0.81	0.3	0.34	0.4	0.35	0.6	0.3	0.3	0.61	0.84	0.95	0.0076	0.0063	0.53	0.31	0.52	0.061	0.9	0.79	0.41	0.45	0.035	0.0029	0.21	0.24	0.46	0.28	0.73	0.71	0.79	0.4	0.72	0.69	0.33	1	0.12	0.54	0.55	0.72	0.46	0.81	0.47	0.37	0.28	0.48	0.22	0.77	0.068	0.4	0.98	0.056	0.13	0.71	0.49	0.61	0.52	0.2	0.5	0.46	0.87	0.41	0.093	0.61	0.4	0.64	0.74	0.065	0.42	0.99	0.76	0.31	0.91	0.83	0.41	0.99	0.64	0.82	0.44	0.73	0.97
YGR155W	0.54	0.48	0.63	0.81	0.81	0.53	0.47	0.76	0.82	0.66	0.43	0.31	0.018	0.91	0.13	0.16	0.62	0.15	0.1	0.97	0.47	0.65	1	0.34	0.63	0.94	0.37	0.41	0.54	0.25	0.5	0.099	0.72	0.81	0.3	0.34	0.4	0.35	0.6	0.3	0.3	0.61	0.84	0.95	0.0076	0.0063	0.53	0.31	0.52	0.061	0.9	0.79	0.41	0.45	0.035	0.0029	0.21	0.24	0.46	0.28	0.73	0.71	0.79	0.4	0.72	0.69	0.33	1	0.12	0.54	0.55	0.72	0.46	0.81	0.47	0.37	0.28	0.48	0.22	0.77	0.068	0.4	0.98	0.056	0.13	0.71	0.49	0.61	0.52	0.2	0.5	0.46	0.87	0.41	0.093	0.61	0.4	0.64	0.74	0.065	0.42	0.99	0.76	0.31	0.91	0.83	0.41	0.99	0.64	0.82	0.44	0.73	0.97
YGR156W	0.78	0.4	0.87	0.22	0.29	0.55	0.97	0.51	0.28	0.47	0.78	0.92	0.14	0.9	0.45	0.17	0.93	0.057	0.12	0.86	0.49	0.92	0.18	0.0092	0.84	0.69	0.69	0.39	0.37	0.0083	0.44	0.29	0.14	0.84	0.036	0.22	0.6	0.27	0.38	0.47	0.16	0.086	0.78	0.26	0.2	0.71	0.72	0.22	0.26	0.97	0.79	0.17	0.51	0.26	0.091	0.46	0.9	0.53	0.8	0.13	0.11	1	0.59	0.18	0.29	0.32	0.6	0.49	0.73	0.68	0.26	0.083	0.64	0.77	0.067	0.7	0.43	0.27	0.62	0.92	0.74	0.51	0.38	1	0.42	0.21	0.57	0.64	0.17	0.085	0.067	0.11	0.84	0.1	0.22	0.45	1	0.47	0.14	0.5	0.56	0.24	0.58	0.14	0.63	0.87	0.083	0.62	0.77	0.78	0.62	0.28	0.83
YGR157W	0.81	0.93	0.65	0.87	0.85	0.99	0.25	0.83	0.41	0.76	0.41	0.9	0.1	0.69	0.55	0.0068	0.64	0.8	0.33	0.69	0.92	0.97	0.65	0.74	0.96	0.52	0.62	0.61	0.8	0.46	0.45	0.016	0.6	0.81	0.21	0.91	0.86	0.92	0.3	0.18	0.075	0.2	0.23	0.98	0.0017	0.00047	0.84	0.79	0.83	0.55	0.31	0.53	0.84	0.12	0.57	0.0013	0.98	0.3	0.54	0.54	0.59	0.36	0.49	0.8	0.86	0.61	0.68	0.25	0.07	0.53	0.77	0.89	0.53	0.84	0.12	0.69	0.51	0.85	0.31	0.69	0.37	0.58	0.97	0.0025	0.58	0.34	0.91	0.98	0.23	0.43	0.067	0.62	0.94	0.39	0.14	0.47	0.53	0.15	0.88	0.28	0.82	0.91	0.95	0.39	0.82	0.85	0.44	0.94	0.9	0.86	0.68	0.91	0.23
YGR158C	0.37	0.96	0.38	0.25	0.52	0.61	0.42	0.75	0.51	0.41	0.15	0.69	0.62	0.7	0.16	0.26	0.75	0.67	0.63	0.16	0.49	0.54	0.23	0.53	0.93	0.52	0.28	0.85	0.28	0.49	0.49	0.48	0.97	0.48	0.062	0.44	0.9	0.35	0.17	0.06	0.66	0.18	0.6	0.084	0.78	0.6	0.74	0.28	0.62	0.49	0.39	0.49	0.76	0.8	0.24	0.7	0.29	0.35	0.31	0.4	0.57	0.079	0.43	0.9	0.93	0.66	0.61	0.67	0.46	0.61	0.57	0.49	0.037	0.26	0.06	0.99	0.8	0.55	0.56	0.31	0.12	0.74	0.033	0.34	0.85	0.49	0.55	0.74	0.16	0.39	0.51	0.66	0.7	0.41	0.64	0.31	0.73	0.42	0.59	0.36	0.81	0.014	0.046	0.61	0.31	0.21	0.38	0.37	0.42	0.69	0.78	0.56	0.0057
YGR159C	0.71	0.59	0.59	0.7	0.59	0.9	0.38	0.59	0.65	0.81	0.71	0.54	0.46	0.31	0.37	0.53	0.32	0.38	0.55	0.58	0.29	0.65	0.069	0.43	0.4	0.5	0.24	0.75	0.58	0.34	0.46	0.3	0.65	0.3	0.54	0.22	0.6	0.49	0.54	0.43	0.51	0.64	0.5	0.44	0.074	0.12	0.6	0.3	0.091	0.058	0.81	0.33	0.66	0.63	0.3	0.32	0.81	0.36	0.11	0.027	0.15	0.39	0.63	0.53	0.8	0.32	0.73	0.74	0.2	0.14	0.81	0.52	0.42	0.45	0.55	0.62	0.85	0.26	0.28	0.37	0.38	0.7	0.045	0.67	0.59	0.55	0.78	0.55	0.48	0.2	0.56	0.61	0.53	0.44	0.43	0.5	0.36	0.64	0.13	0.79	0.59	0.28	0.47	0.38	0.55	0.31	0.32	0.82	0.57	0.88	0.74	0.67	0.58
YGR160W	0.37	0.96	0.38	0.25	0.52	0.61	0.42	0.75	0.51	0.41	0.15	0.69	0.62	0.7	0.16	0.26	0.75	0.67	0.63	0.16	0.49	0.54	0.23	0.53	0.93	0.52	0.28	0.85	0.28	0.49	0.49	0.48	0.97	0.48	0.062	0.44	0.9	0.35	0.17	0.06	0.66	0.18	0.6	0.084	0.78	0.6	0.74	0.28	0.62	0.49	0.39	0.49	0.76	0.8	0.24	0.7	0.29	0.35	0.31	0.4	0.57	0.079	0.43	0.9	0.93	0.66	0.61	0.67	0.46	0.61	0.57	0.49	0.037	0.26	0.06	0.99	0.8	0.55	0.56	0.31	0.12	0.74	0.033	0.34	0.85	0.49	0.55	0.74	0.16	0.39	0.51	0.66	0.7	0.41	0.64	0.31	0.73	0.42	0.59	0.36	0.81	0.014	0.046	0.61	0.31	0.21	0.38	0.37	0.42	0.69	0.78	0.56	0.0057
YGR161C	0.32	0.91	0.57	0.94	0.99	0.89	0.11	0.96	0.93	0.98	0.031	0.99	0.0025	0.83	0.25	0.85	0.64	0.52	0.92	0.055	0.83	0.35	1	0.98	0.9	0.005	0.5	0.039	0.97	0.95	0.96	0.44	0.7	0.95	0.83	0.59	0.96	0.98	0.92	0.45	0.41	0.96	0.049	0.94	0.1	0.024	0.9	0.98	0.84	0.33	0.17	0.95	0.57	0.66	0.79	0.084	0.29	0.9	0.67	0.54	0.5	0.85	0.045	0.67	0.68	0.95	0.48	1	0.12	0.24	1	0.99	0.93	0.055	0.95	0.62	0.43	0.71	0.4	0.97	0.3	0.69	0.95	0.51	0.54	0.89	0.35	0.54	0.92	0.32	0.71	0.76	0.98	0.67	0.97	0.95	0.92	0.31	1	0.25	0.78	0.69	0.18	0.75	0.46	0.91	0.48	0.41	0.93	0.93	0.75	0.98	0.34
YGR161C-C	0.62	0.84	0.97	0.57	0.85	0.95	0.38	0.5	0.81	0.93	0.17	0.8	0.15	0.96	0.21	0.2	0.1	0.15	0.9	0.23	0.64	0.73	1	0.51	0.96	0.13	0.42	0.43	0.22	0.33	0.95	0.47	0.98	0.5	0.15	0.66	0.89	0.83	0.57	0.75	0.38	0.18	0.09	0.27	0.62	0.66	0.3	0.68	0.35	0.23	0.17	0.074	0.42	0.67	0.85	0.59	0.73	0.21	0.48	0.54	0.9	0.3	0.28	0.62	0.84	0.64	0.69	1	0.18	0.66	0.92	0.65	0.13	0.55	0.51	0.89	0.26	0.27	0.52	1	0.93	0.88	0.3	0.87	0.75	0.41	1	0.56	0.055	0.29	0.12	0.32	0.45	0.43	0.83	0.21	0.62	0.53	0.82	0.48	0.67	0.79	0.81	0.65	0.59	0.7	0.5	0.3	0.52	0.43	0.91	0.85	0.51
YGR161C-D	0.62	0.84	0.97	0.57	0.85	0.95	0.38	0.5	0.81	0.93	0.17	0.8	0.15	0.96	0.21	0.2	0.1	0.15	0.9	0.23	0.64	0.73	1	0.51	0.96	0.13	0.42	0.43	0.22	0.33	0.95	0.47	0.98	0.5	0.15	0.66	0.89	0.83	0.57	0.75	0.38	0.18	0.09	0.27	0.62	0.66	0.3	0.68	0.35	0.23	0.17	0.074	0.42	0.67	0.85	0.59	0.73	0.21	0.48	0.54	0.9	0.3	0.28	0.62	0.84	0.64	0.69	1	0.18	0.66	0.92	0.65	0.13	0.55	0.51	0.89	0.26	0.27	0.52	1	0.93	0.88	0.3	0.87	0.75	0.41	1	0.56	0.055	0.29	0.12	0.32	0.45	0.43	0.83	0.21	0.62	0.53	0.82	0.48	0.67	0.79	0.81	0.65	0.59	0.7	0.5	0.3	0.52	0.43	0.91	0.85	0.51
YGR161W-A	0.44	0.75	0.6	0.86	0.75	0.57	0.21	0.94	0.71	0.74	0.43	0.86	0.67	0.48	0.91	0.75	0.5	0.51	0.43	0.23	0.77	1	0.47	0.61	0.5	0.63	0.25	0.35	0.72	0.75	0.37	0.92	0.22	0.74	0.77	0.56	0.3	0.8	0.65	0.35	0.36	0.49	0.53	0.88	0.055	0.2	0.84	0.71	0.58	0.78	0.51	0.5	0.7	0.67	0.54	0.25	0.37	0.5	0.56	0.047	0.26	0.71	0.073	0.75	0.54	0.79	0.52	0.6	0.36	0.69	0.79	0.82	0.93	0.067	0.18	0.14	0.51	0.87	0.74	0.68	0.25	0.2	0.77	0.64	0.36	0.6	0.66	0.91	0.87	0.49	0.85	0.75	0.27	0.13	0.52	0.83	0.88	0.75	0.62	0.66	0.31	0.42	0.084	0.42	0.72	0.77	0.68	0.66	0.7	0.9	0.8	0.47	0.39
YGR161W-B	0.44	0.75	0.6	0.86	0.75	0.57	0.21	0.94	0.71	0.74	0.43	0.86	0.67	0.48	0.91	0.75	0.5	0.51	0.43	0.23	0.77	1	0.47	0.61	0.5	0.63	0.25	0.35	0.72	0.75	0.37	0.92	0.22	0.74	0.77	0.56	0.3	0.8	0.65	0.35	0.36	0.49	0.53	0.88	0.055	0.2	0.84	0.71	0.58	0.78	0.51	0.5	0.7	0.67	0.54	0.25	0.37	0.5	0.56	0.047	0.26	0.71	0.073	0.75	0.54	0.79	0.52	0.6	0.36	0.69	0.79	0.82	0.93	0.067	0.18	0.14	0.51	0.87	0.74	0.68	0.25	0.2	0.77	0.64	0.36	0.6	0.66	0.91	0.87	0.49	0.85	0.75	0.27	0.13	0.52	0.83	0.88	0.75	0.62	0.66	0.31	0.42	0.084	0.42	0.72	0.77	0.68	0.66	0.7	0.9	0.8	0.47	0.39
YGR162W	0.19	0.56	0.94	0.55	0.67	0.7	0.08	0.54	0.6	0.87	0.22	0.91	0.45	0.96	0.45	0.65	0.22	0.015	0.91	0.19	0.33	0.94	0.095	0.6	0.82	0.52	0.25	0.38	0.56	0.57	0.82	0.23	0.29	0.97	0.49	0.11	0.78	0.64	0.66	0.19	0.74	0.27	0.0084	0.74	0.49	0.17	0.87	0.6	0.27	0.05	0.076	0.3	0.063	0.6	0.79	0.17	0.42	0.34	0.28	0.16	0.21	0.24	0.11	0.13	0.98	0.77	0.72	0.95	0.4	0.66	0.62	0.65	0.37	0.6	0.61	0.8	0.93	0.05	0.2	0.39	0.79	0.58	0.43	0.71	0.91	0.17	0.65	0.7	0.3	0.21	0.098	0.97	0.85	0.061	0.57	0.44	0.67	0.24	0.57	0.56	0.8	0.23	0.42	0.042	0.33	0.83	0.42	0.26	0.99	0.31	0.95	0.65	0.97
YGR163W	0.84	0.99	0.65	0.36	0.14	0.5	0.58	0.76	0.62	0.42	0.59	0.71	0.5	0.59	0.54	0.77	0.44	0.052	0.18	0.92	0.81	0.96	0.66	0.37	0.74	0.19	0.79	0.063	0.42	0.5	0.33	0.94	0.3	0.48	0.38	0.12	0.59	0.26	0.031	0.15	0.28	0.58	0.78	0.49	0.5	0.67	0.33	0.21	0.71	0.21	0.58	0.57	0.52	0.078	0.53	0.79	0.18	0.55	0.37	0.15	0.28	0.65	0.89	0.8	0.23	0.74	0.43	0.53	0.68	0.73	0.35	0.46	0.35	0.8	0.24	0.15	0.041	0.88	0.69	0.77	0.21	0.16	0.45	0.069	0.33	0.43	0.8	0.92	0.46	0.42	0.62	0.45	0.84	0.011	0.47	0.59	0.23	0.68	0.88	0.066	0.21	0.021	0.14	0.089	0.6	0.84	0.5	0.87	0.57	0.76	0.82	0.4	0.55
YGR164W	0.84	0.99	0.65	0.36	0.14	0.5	0.58	0.76	0.62	0.42	0.59	0.71	0.5	0.59	0.54	0.77	0.44	0.052	0.18	0.92	0.81	0.96	0.66	0.37	0.74	0.19	0.79	0.063	0.42	0.5	0.33	0.94	0.3	0.48	0.38	0.12	0.59	0.26	0.031	0.15	0.28	0.58	0.78	0.49	0.5	0.67	0.33	0.21	0.71	0.21	0.58	0.57	0.52	0.078	0.53	0.79	0.18	0.55	0.37	0.15	0.28	0.65	0.89	0.8	0.23	0.74	0.43	0.53	0.68	0.73	0.35	0.46	0.35	0.8	0.24	0.15	0.041	0.88	0.69	0.77	0.21	0.16	0.45	0.069	0.33	0.43	0.8	0.92	0.46	0.42	0.62	0.45	0.84	0.011	0.47	0.59	0.23	0.68	0.88	0.066	0.21	0.021	0.14	0.089	0.6	0.84	0.5	0.87	0.57	0.76	0.82	0.4	0.55
YGR165W	0.83	0.88	0.85	0.48	0.43	0.91	0.1	0.68	0.39	0.83	0.51	0.77	0.17	0.72	0.12	0.19	0.72	0.0037	0.91	0.57	0.66	0.96	0.16	0.41	0.72	0.47	0.28	0.75	0.55	0.28	0.76	0.23	0.98	0.97	0.17	0.5	0.93	0.93	0.59	0.4	0.24	0.24	0.0056	0.51	0.57	0.3	0.55	0.092	0.15	0.054	0.36	0.47	0.0061	0.21	0.67	0.11	0.56	0.0096	0.13	0.38	0.45	0.061	0.46	0.2	0.88	0.53	0.82	0.52	0.027	0.78	0.44	0.47	0.14	0.87	0.2	0.99	0.98	0.16	0.094	0.22	0.89	0.8	0.007	0.58	0.97	0.25	0.71	0.81	0.17	0.1	0.069	0.8	0.67	0.081	0.15	0.14	0.49	0.58	0.59	0.59	0.97	0.18	0.94	0.049	1	0.64	0.21	0.14	0.77	0.76	1	0.55	0.79
